CLASS,SUBCLASS,SUBSUBCLASS,TEXT_NAME,TEXT_TYPE,PERIOD,DIALECT,EFFECT,FOCALIZED,WEIGHT_BEFORE,WEIGHT_AFTER,DISRUPTION
sc,sc1,relative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,7_medium,0_light,yes
sc,sc2,purpose,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,0_light,16_heavy,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,9_medium,0_light,yes
sc,sc2,relative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,0_light,4_light,no
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,4_light,13_heavy,no
mc,mc1,declarative,othoitce_eta_cantica_espiritualac,transition_to_literary_language,19th,eastern_basque,2_regular,np,9_medium,0_light,no
mc,mc1,interrogative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,4_light,6_medium,yes
mc,mc1,declarative,euskalzale,very_close_to_oral_language,19th,western_basque,2_regular,negation,9_medium,0_light,yes
mc,mc1,declarative,zubererazko_istorioak_ipuinak,transition_to_literary_language,20th,eastern_basque,4_very_strong,negation,12_heavy,0_light,yes
sc,sc1,conditional,onsa_hilceco_bidia_i-iii,close_to_literary_language,17th,eastern_basque,3_strong,none,6_medium,0_light,no
mc,mc1,declarative,etxeberri_ziburukoa’s_noelac,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,12_heavy,0_light,yes
sc,sc2,purpose,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,14_heavy,4_light,no
sc,sc2,relative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,3_light,4_light,no
sc,sc1,complement,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,8_medium,4_light,no
sc,sc1,complement,jaun_dauphin_cenaren,very_close_to_oral_language,18th,navarrese-lapurdian,1_weak,none,7_medium,5_light,no
mc,mc1,declarative,jaun_dauphin_cenaren,very_close_to_oral_language,18th,navarrese-lapurdian,1_weak,negation,9_medium,17_heavy,yes
sc,sc1,causal,etxeberri_ziburukoa’s_noelac,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,8_medium,4_light,yes
mc,mc2,declarative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,np,9_medium,4_light,no
mc,mc1,declarative,zubererazko_istorioak_ipuinak,transition_to_literary_language,20th,eastern_basque,4_very_strong,negation,4_light,0_light,yes
sc,sc1,complement,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,none,6_medium,16_heavy,no
sc,sc1,complement,baztan_edict,transition_to_oral_language,18th,high_navarrese,2_regular,none,4_light,5_light,no
sc,sc2,relative,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,none,3_light,3_light,no
mc,mc1,declarative,catechismea,very_close_to_literary_language,16th,navarrese-lapurdian,3_strong,np,10_medium,0_light,yes
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,11_heavy,12_heavy,yes
sc,sc1,relative,cancionero_vasco,transition_to_literary_language,19th,central_basque,3_strong,none,9_medium,0_light,yes
sc,sc2,relative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,16_heavy,5_light,no
sc,sc2,relative,txirrita_bizitza_eta_bertsoak_bertso-paperetako_bertsoak,transition_to_literary_language,20th,central_basque,3_strong,none,0_light,4_light,no
mc,mc1,interrogative,kaniko_eta_belxitina,transition_to_literary_language,19th,eastern_basque,4_very_strong,np,13_heavy,0_light,yes
sc,sc2,purpose,baztan_edict,transition_to_oral_language,18th,high_navarrese,2_regular,none,4_light,25_heavy,no
mc,mc1,declarative,bertso_zahar_eta_berri,transition_to_literary_language,18th,navarrese-lapurdian,2_regular,np,10_medium,0_light,yes
sc,sc1,causal,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,5_light,10_medium,no
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,9_medium,5_light,yes
sc,sc1,complement,othoitce_eta_cantica_espiritualac,transition_to_literary_language,19th,eastern_basque,2_regular,none,3_light,5_light,no
mc,mc1,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,negation,7_medium,25_heavy,yes
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,7_medium,15_heavy,yes
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,4_light,8_medium,no
mc,mc2,interrogative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,np,7_medium,2_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,negation,4_light,0_light,no
mc,mc2,declarative,bertso_zahar_eta_berri,transition_to_literary_language,18th,navarrese-lapurdian,2_regular,np,9_medium,7_medium,no
sc,sc1,purpose,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,8_medium,0_light,yes
sc,sc2,relative,refranes_y_sentencias,balanced,16th,western_basque,1_weak,none,0_light,8_medium,no
sc,sc2,relative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,8_medium,5_light,no
sc,sc1,conditional,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,none,11_heavy,0_light,no
mc,mc2,imperative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,negation,0_light,13_heavy,no
sc,sc1,causal,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,none,5_light,7_medium,no
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,4_light,0_light,no
mc,mc1,declarative,zubererazko_istorioak_ipuinak,transition_to_literary_language,20th,eastern_basque,4_very_strong,negation,9_medium,12_heavy,yes
mc,mc1,declarative,mariano_mendigatxa,close_to_oral_language,20th,eastern_basque,3_strong,negation,7_medium,11_heavy,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,4_light,0_light,no
sc,sc1,conditional,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,3_light,0_light,no
sc,sc2,relative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,2_light,4_light,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,23_heavy,0_light,yes
sc,sc1,manner,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,6_medium,14_heavy,no
mc,mc1,declarative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,negation,2_light,0_light,no
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,np,12_heavy,4_light,yes
sc,sc2,complement,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,4_light,5_light,no
mc,mc1,declarative,doctrina_christiana_ii,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,4_light,17_heavy,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,16_heavy,0_light,yes
sc,sc1,complement,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,none,5_light,0_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,8_medium,0_light,no
mc,mc1,declarative,mariano_mendigatxa,close_to_oral_language,20th,eastern_basque,3_strong,np,11_heavy,10_medium,no
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,7_medium,5_light,yes
mc,mc2,declarative,oihenart’s_atsotitzak,balanced,17th,eastern_basque,1_weak,negation,0_light,3_light,no
mc,mc1,interrogative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,5_light,13_heavy,no
mc,mc1,declarative,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,np,16_heavy,0_light,yes
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,9_medium,0_light,yes
sc,sc1,causal,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,7_medium,0_light,yes
mc,mc1,imperative,onsa_hilceco_bidia_i-iii,close_to_literary_language,17th,eastern_basque,3_strong,negation,7_medium,0_light,yes
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,np,13_heavy,4_light,no
sc,sc1,complement,kaniko_eta_belxitina,transition_to_literary_language,19th,eastern_basque,4_very_strong,none,0_light,6_medium,no
sc,sc1,complement,court_transcripts_3,transition_to_oral_language,17th,high_navarrese,1_weak,none,7_medium,13_heavy,yes
mc,mc1,declarative,mariano_mendigatxa,close_to_oral_language,20th,eastern_basque,3_strong,np,5_light,15_heavy,no
sc,sc1,complement,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,none,4_light,5_light,no
sc,sc2,relative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,0_light,4_light,no
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,np,12_heavy,8_medium,no
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,7_medium,11_heavy,no
sc,sc2,relative,etxeberri_ziburukoa’s_noelac,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,0_light,4_light,no
sc,sc2,conditional,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,2_light,4_light,no
mc,mc2,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,np,1_light,10_medium,no
sc,sc1,complement,doctrina_christiana_ii,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,3_light,25_heavy,no
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,np,5_light,9_medium,no
mc,mc1,declarative,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,negation,8_medium,0_light,yes
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,negation,4_light,15_heavy,no
sc,sc2,purpose,euscaldunen_eliz-cantac,transition_to_literary_language,20th,central_basque,3_strong,none,10_medium,0_light,no
sc,sc1,complement,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,16_heavy,0_light,yes
sc,sc2,relative,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,none,3_light,3_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,12_heavy,0_light,no
sc,sc1,complement,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,none,9_medium,0_light,no
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,negation,2_light,4_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,negation,7_medium,0_light,yes
sc,sc2,purpose,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,0_light,4_light,no
sc,sc2,conditional,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,0_light,4_light,no
mc,mc2,imperative,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,np,4_light,3_light,no
sc,sc2,relative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,0_light,3_light,no
mc,mc2,declarative,urkizu’s_verses,transition_to_literary_language,18th,western_basque,2_regular,negation,0_light,16_heavy,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,np,7_medium,0_light,yes
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,12_heavy,0_light,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,3_light,0_light,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,5_light,4_light,yes
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,np,10_medium,0_light,yes
sc,sc1,complement,oihenart’s_atsotitzak,balanced,17th,eastern_basque,1_weak,none,12_heavy,0_light,no
sc,sc1,complement,uscal-herrico_gaseta,very_close_to_oral_language,19th,eastern_basque,1_weak,none,18_heavy,0_light,yes
sc,sc2,relative,catichima_edo_fediaren,close_to_literary_language,18th,eastern_basque,3_strong,none,11_heavy,6_medium,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,6_medium,0_light,no
sc,sc2,relative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,1_light,4_light,no
mc,mc1,declarative,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,negation,4_light,31_heavy,yes
sc,sc1,conditional,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,24_heavy,4_light,yes
sc,sc1,complement,kaniko_eta_belxitina,transition_to_literary_language,19th,eastern_basque,4_very_strong,none,6_medium,7_medium,no
sc,sc2,relative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,0_light,5_light,no
mc,mc1,declarative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,np,10_medium,0_light,no
sc,sc2,concessive,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,none,1_light,5_light,no
mc,mc2,declarative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,np,3_light,3_light,no
mc,mc1,declarative,doctrina_christiana,close_to_literary_language,18th,central_basque,3_strong,negation,3_light,6_medium,no
mc,mc2,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,np,4_light,5_light,no
sc,sc1,complement,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,none,11_heavy,5_light,no
sc,sc1,causal,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,none,4_light,4_light,no
sc,sc1,relative,etxeberri_ziburukoa’s_noelac,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,8_medium,3_light,no
sc,sc2,causal,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,none,4_light,5_light,no
mc,mc1,declarative,jose_de_elizalde,close_to_oral_language,17th,high_navarrese,2_regular,np,3_light,8_medium,no
mc,mc1,declarative,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,negation,6_medium,5_light,yes
sc,sc2,conditional,aimée_de_montreal,close_to_oral_language,16th,navarrese-lapurdian,2_regular,none,19_heavy,5_light,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,8_medium,0_light,yes
mc,mc1,declarative,etxeberri_ziburukoa’s_noelac,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,6_medium,0_light,yes
sc,sc2,relative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,7_medium,3_light,no
mc,mc1,declarative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,np,14_heavy,0_light,yes
mc,mc1,declarative,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,negation,2_light,3_light,no
mc,mc1,declarative,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,np,13_heavy,31_heavy,no
mc,mc1,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,np,7_medium,0_light,no
mc,mc1,declarative,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,np,23_heavy,8_medium,no
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,14_heavy,6_medium,yes
sc,sc1,complement,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,7_medium,0_light,no
sc,sc1,complement,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,10_medium,0_light,yes
mc,mc2,declarative,eusqueraren_berri_onac,transition_to_literary_language,18th,central_basque,4_very_strong,np,11_heavy,2_light,no
